0,"@ThingsEXPO,2019-01-04 17:24:41,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
1,"Chris Chua,2019-01-04 17:24:35,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
1,"DevOpsSUMMIT,2019-01-04 17:24:26,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
0,"Chidambara .ML.,2019-01-04 17:24:13,""b""""RT @ISEInc: From lessons learned and how-to's, to predicting the future - we take a look back at 2018 with our top 5 blog posts. #Cloud #Bi\xe2\x80\xa6"""""""
0,"Digital Transformation EXPO ®,2019-01-04 17:24:13,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
1,"CloudEXPO ®,2019-01-04 17:23:55,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
1,"Serverless Fan,2019-01-04 17:23:37,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
1,"IoT Journal,2019-01-04 17:23:35,b'RT @IoTJournal: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #AWS #Clo\xe2\x80\xa6'"
0,"IoT Journal,2019-01-04 17:23:32,b'CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/yDM2gAIIBQ\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM\xe2\x80\xa6 https://t.co/uAuD0iNrG6'"
1,"Zigmund,2019-01-04 17:23:05,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
0,"Machine Learning,2019-01-04 17:23:03,b'RT @Skyfollow: Environment Monitoring Solutions sees 500% #ROI by using #AWS #IoT\nUsing AWS IoT for #PredictiveMaintenance https://t.co/QVP\xe2\x80\xa6'"
1,"Stefan Moises,2019-01-04 17:22:09,b'AWS re:Invent 2018: 8 Announcements Enterprise Tech Teams Should Know About https://t.co/vQP2Ls7whd via @DZone #aws\xe2\x80\xa6 https://t.co/GLqQ07cp2X'"
0,"Sriram Jayaraman,2019-01-04 17:21:51,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
1,"EMA Research,2019-01-04 17:20:14,""b""""Go for #AWS third-party tools if native options don't cut it https://t.co/Vd2B8HJoky includes insights from\xe2\x80\xa6 https://t.co/6Fr6gRt3t2"""""""
0,"Siili Solutions,2019-01-04 17:20:06,""b'Pilvest\xc3\xa4 on tullut uusi normaali, joka kehittyy vauhdilla ja antaa devaajille supervoimia. Pekka k\xc3\xa4vi Las Vegasissa\xe2\x80\xa6 https://t.co/TkifWPcs26'"""
1,"Swapnil A. Wagh,2019-01-04 17:18:07,b'RT SearchAWS Combine #Amazon Connect with Lex to receive better call center insights and metrics. #AWS #cloud https://t.co/G6aowBqbdk #AWS'"
0,"Craig Milroy,2019-01-04 17:16:02,""b""""It's time to rethink app migration strategies for #cloud ... Lift and ReShape should be your prime focus ...\xe2\x80\xa6 https://t.co/6Qm7Ij8pSQ"""""""
0,"SearchAWS,2019-01-04 17:15:07,b'Combine #Amazon Connect with Lex to receive better call center insights and metrics. #AWS #cloud https://t.co/zdK8BXQJGx'"
0,"Marco Manca,2019-01-04 17:14:26,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
0,"Mark Nunnikhoven,2019-01-04 17:13:58,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
1,"Victor,2019-01-04 17:13:46,b'RT @WestsideSEO: Westside SEO develops | implements | supports technology solutions based on unique user requirements #Redhat #javascript #\xe2\x80\xa6'"
0,"Innovative Software,2019-01-04 17:12:37,""b""""From lessons learned and how-to's, to predicting the future - we take a look back at 2018 with our top 5 blog posts\xe2\x80\xa6 https://t.co/UtnJKVhx7u"""""""
0,"AWS Insider,2019-01-04 17:12:07,b'#Verizon DevKit Targets #IoT Projects on #AWS #Cloud https://t.co/1ThmnTN3LR #Amazon'"
0,"Gábor Samu,2019-01-04 17:10:17,b'Making Clouds Fly with #IBMSpectrum #LSF. Learn about the new pay per use licensing for #IBMSpectrum #LSF and deplo\xe2\x80\xa6 https://t.co/Jpx6L7w0Ed'"
1,"Serverless Fan,2019-01-04 17:09:16,b'RT @joetke: LIVE DEMO: #Kubernetes and the Path to #Serverless https://t.co/m037ZlIm1P via @YouTube #Madagascar #usefulSkills resource #AWS\xe2\x80\xa6'"
0,"Joetke,2019-01-04 17:09:11,b'LIVE DEMO: #Kubernetes and the Path to #Serverless https://t.co/m037ZlIm1P via @YouTube #Madagascar #usefulSkills resource #AWS #coding'"
0,"Fisseha,2019-01-04 17:05:38,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
1,"Cloud Daddy,2019-01-04 17:05:02,""b""""We're honored to be included in the Cybersecurity Excellence Award! Vote early and vote often! lol We have to joke\xe2\x80\xa6 https://t.co/Z8EN8QjI30"""""""
1,"@ThingsEXPO,2019-01-04 17:03:49,b'RT @ThingsExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CI\xe2\x80\xa6'"
1,"@ThingsEXPO,2019-01-04 17:03:44,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
1,"@ThingsEXPO,2019-01-04 17:03:30,b'RT @DevOpsSummit: @ExpoDX DevOpsSUMMIT Silicon Valley Show Prospectus Published \n\nhttps://t.co/Xt0K41Rr7T\n\n#Cloud #CIO #DevOps #DevSecOps #\xe2\x80\xa6'"
0,"@ThingsEXPO,2019-01-04 17:03:27,b'RT @ExpoDX: @CloudExpo CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/4mdvuf4otD\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #A\xe2\x80\xa6'"
1,"@ThingsEXPO,2019-01-04 17:03:25,b'RT @CloudExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/dKZ057OotE\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CIO\xe2\x80\xa6'"
1,"@ThingsEXPO,2019-01-04 17:03:20,b'RT @CloudExpo: CloudEXPO Silicon Valley\n\nSHOW PROSPECTUS PUBLISHED !\n\nhttps://t.co/PwpBaFZ8Gr\n\n#BigData #Cloud #CIO #IoT #DevOps #Blockchai\xe2\x80\xa6'"
0,"@ThingsEXPO,2019-01-04 17:03:17,""b'RT @CloudExpo: @ZakiaDX CloudEXPO Silicon Valley\nJune 24-26, 2019\nCall For Papers Open\n\nhttps://t.co/Z2HpkzdNrP\n\n#BigData #Cloud #CIO #AWS\xe2\x80\xa6'"""
1,"AWS Open Source,2019-01-04 17:02:59,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"Skyfollow Consulting,2019-01-04 17:02:55,b'Environment Monitoring Solutions sees 500% #ROI by using #AWS #IoT\nUsing AWS IoT for #PredictiveMaintenance\xe2\x80\xa6 https://t.co/ID7iGPML5Z'"
1,"Christopher Burnette,2019-01-04 17:02:46,b'RT @ThingsExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CI\xe2\x80\xa6'"
1,"DevOpsSUMMIT,2019-01-04 17:02:42,b'RT @ThingsExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CI\xe2\x80\xa6'"
1,"Digital Transformation EXPO ®,2019-01-04 17:02:29,b'RT @ThingsExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CI\xe2\x80\xa6'"
0,"Irish Institute of Digital Business,2019-01-04 17:02:18,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
1,"CloudEXPO ®,2019-01-04 17:02:16,b'RT @ThingsExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CI\xe2\x80\xa6'"
1,"Serverless Fan,2019-01-04 17:02:01,b'RT @ThingsExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CI\xe2\x80\xa6'"
0,"@ThingsEXPO,2019-01-04 17:01:55,b'CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/3QuZy0MwMl\n\n@Geek_King @TotalUptime #Cloud #IoT\xe2\x80\xa6 https://t.co/hMIlVzliZt'"
1,"Kyle Galbraith,2019-01-04 17:01:03,b'#Docker images are actually really easy to build and publish to ECR using the CodePipeline and CodeBuild services f\xe2\x80\xa6 https://t.co/1T9IVVS2ji'"
0,"Curious Luke,2019-01-04 17:00:05,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
1,"BlARROW,2019-01-04 17:00:03,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
0,"DevOpsSUMMIT,2019-01-04 16:59:57,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
1,"Digital Transformation EXPO ®,2019-01-04 16:59:46,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
1,"CloudEXPO ®,2019-01-04 16:59:37,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
0,"Serverless Fan,2019-01-04 16:59:19,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
0,"Machine Learning EXPO,2019-01-04 16:59:18,b'RT @ContainersExpo: CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang @Rancher_L\xe2\x80\xa6'"
0,"Machine Learning EXPO,2019-01-04 16:59:13,b'CloudEXPO Silicon Valley Keynote: A New Era of Containers \n\nOn-Demand: https://t.co/lOdKIFSD6D \n\n@ShengLiang\xe2\x80\xa6 https://t.co/QScc8gs4Nb'"
1,"Matteo Zuccon,2019-01-04 16:59:02,b'RT @jeremy_daly: Are you planning on going #serverless in 2019? Check out my guide to Serverless #Microservice Patterns for #AWS and learn\xe2\x80\xa6'"
0,"Densify,2019-01-04 16:57:45,""b""""Can't believe this was last year!! Check out our co-founder and CTO @adhillier  talking to @theCUBE at\xe2\x80\xa6 https://t.co/cNlCFHjp1k"""""""
0,"James Jackson,2019-01-04 16:56:52,""b'#kube2iam allows a #Kubernetes cluster in #AWS to use different #IAM roles for each pod, and prevents pods from acc\xe2\x80\xa6 https://t.co/hzueEzMThJ'"""
0,"qqchachoo,2019-01-04 16:56:19,b'RT @cloudsa: Learn about the most common #security mistakes made by admins on #AWS and we\xe2\x80\x99ll demonstrate how you can stay safe. Jan 24th at\xe2\x80\xa6'"
1,"ralhan,2019-01-04 16:53:51,b'RT @NextEducationIn: NextEducation in association with @awscloud conducted a conference on 22 December 2018 in Noida. Here are few glimpses\xe2\x80\xa6'"
1,"Nofar Asselman,2019-01-04 16:53:49,b'RT @BashanGal: Setting the length limit on #Lambda function names to 64 characters is the one of the most evil things #AWS has done.'"
1,"JS Bits,2019-01-04 16:53:46,b'RT @WestsideSEO: Westside SEO develops | implements | supports technology solutions based on unique user requirements #Redhat #javascript #\xe2\x80\xa6'"
1,"Gal Bashan,2019-01-04 16:53:43,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"ニシえもん,2019-01-04 16:52:51,b'cognito\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x81\xafsignIn\xe3\x81\x97\xe3\x81\x9f\xe3\x82\x89password\xe5\xa4\x89\xe6\x9b\xb4\xe3\x81\x97\xe3\x81\xa6confirm\xe3\x81\x97\xe3\x81\xaa\xe3\x81\x8d\xe3\x82\x83\xe3\x83\x80\xe3\x83\xa1\xe3\x81\xaa\xe3\x81\xae\xe3\x81\xad... \xe5\xb0\x8f\xe4\xb8\x80\xe6\x99\x82\xe9\x96\x93\xe8\xa9\xb0\xe3\x81\xbe\xe3\x81\xa3\xe3\x81\x9f... #aws'"
0,"Arnaud Koster,2019-01-04 16:52:20,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"Santchi,2019-01-04 16:50:22,b'RT @devops_chat: How to Optimize Cost of AWS Lambda Organizations small and large are taking advantage of cloud adoption and serverless usa\xe2\x80\xa6'"
0,"DevOpsChat,2019-01-04 16:50:06,b'How to Optimize Cost of AWS Lambda Organizations small and large are taking advantage of cloud adoption and serverl\xe2\x80\xa6 https://t.co/s2YpmWX44o'"
0,"""Kinetic.PR,LLC"",2019-01-04 16:48:37,b'RT @AgileStacks: Excited to be part of #AWS marketplace. Our platform #GitOps #automation for #DevOps \n#CICD #Kubernetes https://t.co/iqdH3\xe2\x80\xa6'"
1,"WA State & Local,2019-01-04 16:47:52,b'RT @WestsideSEO: Westside SEO develops | implements | supports technology solutions based on unique user requirements #Redhat #javascript #\xe2\x80\xa6'"
1,"SERRO,2019-01-04 16:46:46,b'RT @CloudExpo: CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/dKZ057OotE\n\n@Geek_King @TotalUptime #Cloud #IoT #IIoT #CIO\xe2\x80\xa6'"
1,"HYBRID TECHNOLOGY SYSTEMS,2019-01-04 16:46:24,""b""""CES 2019: Samsung's new slim monitors increase desk space and ergonomic support https://t.co/75mIYCpovt via\xe2\x80\xa6 https://t.co/cdtoGIEbrR"""""""
0,"Michel Burov,2019-01-04 16:45:09,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"Craig Milroy,2019-01-04 16:45:07,b'Prepare for these 3 #cloud computing challenges in 2019 https://t.co/VuHa2nzMcs via @ttinthecloud #AWSCloud #AWS #Azure'"
0,"Agape Red,2019-01-04 16:40:45,b'\xe2\x80\x9cThe #AWS Cloud Development Kit (AWS CDK) is an #OpenSource software development framework to define cloud infrastr\xe2\x80\xa6 https://t.co/6RKTwzYavq'"
0,"ZELOSresearch,2019-01-04 16:40:07,b'#Cloud-Partnerschaft: #TSystems migriert gesch\xc3\xa4ftskritische Workloads zu #AWS \n\nREAD MORE: https://t.co/gXcW22oAvt\xe2\x80\xa6 https://t.co/EvTwhbu9Dt'"
0,"Nader Dabit,2019-01-04 16:38:01,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"Anna Ribeiro,2019-01-04 16:36:13,b'@WekaIO achieves @awscloud Storage Competency Status for primary storage to deliver HPC storage offerings in the cl\xe2\x80\xa6 https://t.co/Su3TTTdBUc'"
0,"Alistair McCuaig,2019-01-04 16:32:09,b'#recruiting #contract Senior Windows Systems Engineer for a global programme as migrate to the #cloud #aws # azure https://t.co/FnpzFrtlCP'"
1,"Professor,2019-01-04 16:29:01,""b'RT @matteo_zuccon: I have just sent my @pyconit call for proposal: """"Serverless WebSocket con API Gateway e AWS Lambda"""" #python #aws #server\xe2\x80\xa6'"""
0,"valentina,2019-01-04 16:27:00,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"PR,2019-01-04 16:26:24,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
1,"CDI LLC,2019-01-04 16:24:51,b'It really is a happy new year for the #HPC faithful! @awscloud announced new capabilities to support HPC that offer\xe2\x80\xa6 https://t.co/J31zOyO40o'"
1,"nykayla whybra,2019-01-04 16:23:12,b'RT @jeremy_daly: Want to learn more about the Foundations of #AWS #Lambda #Security? Sign up for this webinar hosted by me and @orysegal (s\xe2\x80\xa6'"
1,"Machine Learning,2019-01-04 16:22:44,b'RT @ExpoDX: @CloudExpo CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/4mdvuf4otD\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #A\xe2\x80\xa6'"
1,"Nicolas Hooge ☁️,2019-01-04 16:22:27,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"Mohan,2019-01-04 16:21:52,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
1,"Mohit Srivastava,2019-01-04 16:21:38,b'Back in the office today and fully recharged. Excited for the year ahead! #AWS #AWSAmplify #AppSync'"
0,"Thorn Technologies,2019-01-04 16:20:16,""b'How to Become an #AWS Expert \n\nhttps://t.co/TMSSfCqdS1 via @hellomichibye  \n\nPractice, practice, practice. #cloud'"""
0,"TUV OpenSky,2019-01-04 16:17:15,b'RT @KMresearchers: #networksecurity #publiccloud #Cloud #Cloudcomputing #KM #CISO #AWS @TUVOpenSky @EdEnzmann https://t.co/A49N3kJmJI'"
1,"Curtis L. Bray,2019-01-04 16:15:55,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
1,"THE JÜPITER-NETZMEDIEN,2019-01-04 16:15:40,b'RT @ExpoDX: @CloudExpo CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/4mdvuf4otD\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #A\xe2\x80\xa6'"
1,"Sunil Yachavaram,2019-01-04 16:14:20,b'RT @jeffbarr: Late last year my #AWS colleagues put a boatload of new training materials online; I will summarize and link to them in this\xe2\x80\xa6'"
0,"GigaOm Research,2019-01-04 16:14:02,""b'New #Storage Report: Enrico Signoretti examines alternatives to Amazon #AWS S3, including @Google, @Microsoft, @IBM\xe2\x80\xa6 https://t.co/8m5rN8XLWm'"""
0,"Swapnil A. Wagh,2019-01-04 16:13:23,""b'RT SearchAWS New A1 instances, powered by Arm chips, should serve scale-out application needs. #AWS #Amazon #cloud\xe2\x80\xa6 https://t.co/v748mmltVc'"""
1,"Ryan Romero,2019-01-04 16:11:51,b'Amazon Connect integrations aim to improve call center apps https://t.co/Z5457kczsp #aws'"
0,"SearchAWS,2019-01-04 16:11:00,""b'New A1 instances, powered by Arm chips, should serve scale-out application needs. #AWS #Amazon #cloud https://t.co/Ekh99j3jWO'"""
0,"Martin Jahr,2019-01-04 16:10:59,b'New part of my #devops #learning series - how to create an #aws #ec2 instance with #terraform. Have fun!\nhttps://t.co/lGDfb4SxK9'"
1,"anexinet,2019-01-04 16:10:51,""b""""We're kvelling! Anexinet Achieves AWS Service Delivery &amp; Well-Architected Framework Partner Status\xe2\x80\x941 of only 34 US\xe2\x80\xa6 https://t.co/RAM7iUtnGV"""""""
1,"Digital Transformation EXPO ®,2019-01-04 16:10:39,b'RT @DevOpsSummit: @ExpoDX DevOpsSUMMIT Silicon Valley Show Prospectus Published \n\nhttps://t.co/Xt0K41Rr7T\n\n#Cloud #CIO #DevOps #DevSecOps #\xe2\x80\xa6'"
0,"CloudEXPO ®,2019-01-04 16:10:28,b'RT @DevOpsSummit: @ExpoDX DevOpsSUMMIT Silicon Valley Show Prospectus Published \n\nhttps://t.co/Xt0K41Rr7T\n\n#Cloud #CIO #DevOps #DevSecOps #\xe2\x80\xa6'"
1,"DevOpsSUMMIT,2019-01-04 16:10:15,b'RT @DevOpsSummit: @ExpoDX DevOpsSUMMIT Silicon Valley Show Prospectus Published \n\nhttps://t.co/Xt0K41Rr7T\n\n#Cloud #CIO #DevOps #DevSecOps #\xe2\x80\xa6'"
1,"OWNZONES,2019-01-04 16:10:14,b'#Amazon is constantly updating their technology to improve their #cloud service efficiency. The deployment of an AR\xe2\x80\xa6 https://t.co/nvrCE8aXAw'"
0,"DevOpsSUMMIT,2019-01-04 16:10:12,b'@ExpoDX DevOpsSUMMIT Silicon Valley Show Prospectus Published \n\nhttps://t.co/Xt0K41Rr7T\n\n#Cloud #CIO #DevOps\xe2\x80\xa6 https://t.co/PWZcbNGM5j'"
1,"Simon Vass,2019-01-04 16:09:43,b'RT @adhorn: My new post is out! Injecting Chaos to AWS Lambda functions using Lambda Layers. Hope you enjoy :-) https://t.co/7ObEQKClg3 #se\xe2\x80\xa6'"
0,"Ory Segal,2019-01-04 16:09:03,b'RT @ServerlessM: Need to demonstrate #serverless security risks and mitigations? installing #ServerlessGoat is just a single-click via the\xe2\x80\xa6'"
0,"Cloud Daddy,2019-01-04 16:09:00,b'Knowing where threats are coming from and staying up-to-date on the latest in #cybersecurity will help\xe2\x80\xa6 https://t.co/kvK0GGuDXX'"
1,"useState('Edmo') 🇧🇷,2019-01-04 16:08:30,b'RT @jeremy_daly: Want to learn more about the Foundations of #AWS #Lambda #Security? Sign up for this webinar hosted by me and @orysegal (s\xe2\x80\xa6'"
1,"Ory Segal,2019-01-04 16:08:12,b'RT @jeremy_daly: Want to learn more about the Foundations of #AWS #Lambda #Security? Sign up for this webinar hosted by me and @orysegal (s\xe2\x80\xa6'"
1,"serverless-hack.me,2019-01-04 16:07:44,b'RT @jeremy_daly: Want to learn more about the Foundations of #AWS #Lambda #Security? Sign up for this webinar hosted by me and @orysegal (s\xe2\x80\xa6'"
1,"Serverless Fan,2019-01-04 16:06:02,b'RT @ServerlessM: Need to demonstrate #serverless security risks and mitigations? installing #ServerlessGoat is just a single-click via the\xe2\x80\xa6'"
0,"serverless-hack.me,2019-01-04 16:05:57,b'Need to demonstrate #serverless security risks and mitigations? installing #ServerlessGoat is just a single-click v\xe2\x80\xa6 https://t.co/tpQX9WKWdc'"
0,"Zakia Bouchraoui,2019-01-04 16:05:23,b'RT @ExpoDX: @CloudExpo CloudEXPO Silicon Valley Show Prospectus Published \n\nhttps://t.co/4mdvuf4otD\n\n#Cloud #IoT #IIoT #CIO #DevOps #APM #A\xe2\x80\xa6'"
